id,sno,state,city,format_type,store_code,store_name,company_name,gst_in,state_code,address,superwisor,coordinator,afm,ship_ddress,ship_name,ship_state,ship_gst,costcenter
,224,Telangana,Hyderabad,Zivame,T1AA,AMR Planet,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL TM AMR PLANET,Amr Planetsyno 373/1373/3Unitno F25/26 Mandal & Medchal Malkajgiri Village-500047",Venkata Subba Rao Maguluri,Venkata Subba Rao Maguluri,Paruchuri Rajesh,"RRL TM AMR PLANET,Amr Planetsyno 373/1373/3Unitno F25/26 Mandal & Medchal Malkajgiri Village-500047",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,225,Telangana,Hyderabad,John player,T1AU,AMR Planet,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL TM AMR PLANET,Amr Planetsyno 373/1373/3Unitno F25/26 Mandal & Medchal Malkajgiri Village-500047",Venkata Subba Rao Maguluri,Venkata Subba Rao Maguluri,Paruchuri Rajesh,"RRL TM AMR PLANET,Amr Planetsyno 373/1373/3Unitno F25/26 Mandal & Medchal Malkajgiri Village-500047",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,226,Telangana,Hyderabad,Lee Cooper,T1AX,AMR Planet,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL LC AMR PLANET,Amr Planetsyno 373/1373/3Unitno F25/26 Mandal & Medchal Malkajgiri Village-500047",Venkata Subba Rao Maguluri,Venkata Subba Rao Maguluri,Paruchuri Rajesh,"RRL LC AMR PLANET,Amr Planetsyno 373/1373/3Unitno F25/26 Mandal & Medchal Malkajgiri Village-500047",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,227,Telangana,Hyderabad,Trends,T541,Habsiguda,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Beside Mega Mart, D.No. 10-2-10/3 , Kakatiya Nagar, Habsiguda, Hyderabad",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"Beside Mega Mart, D.No. 10-2-10/3 , Kakatiya Nagar, Habsiguda, Hyderabad",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,228,Telangana,Hyderabad,Digital,T751,East Maredpally,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RELIANCE RETAIL LIMITED, DIGITAL, NORTHSTAR AMG PLAZA, GROUND And FIRST FLOOR, BEARING M.NO10-2-277,10-2-277/A And B ENTRENDCHMENT ROAD MARREDPALLY, SECUNDERABAD, TELANGANA, TELANGANA - 500026.",Venkata Subba Rao Maguluri,Venkata Subba Rao Maguluri,Paruchuri Rajesh,"RELIANCE RETAIL LIMITED, DIGITAL, NORTHSTAR AMG PLAZA, GROUND And FIRST FLOOR, BEARING M.NO10-2-277,10-2-277/A And B ENTRENDCHMENT ROAD MARREDPALLY, SECUNDERABAD, TELANGANA, TELANGANA - 500026.",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,229,Telangana,Hyderabad,Avantra Trends,T80O,AMR Planet,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Avantra by Trends - AMR Planet Mall-1, Rd, Sy no 373/1 & 373, 3, Trimulgherry - Ecil Rd, Extn, Moula Ali, Secunderabad, Telangana",Venkata Subba Rao Maguluri,Venkata Subba Rao Maguluri,Paruchuri Rajesh,"Avantra by Trends - AMR Planet Mall-1, Rd, Sy no 373/1 & 373, 3, Trimulgherry - Ecil Rd, Extn, Moula Ali, Secunderabad, Telangana",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,230,Telangana,Hyderabad,Trends,T9HJ,Shivam Road Trends DD Colony,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RELIANCE PROJECTS & PROPERTY MANAGEMENT SERVICES LIMITED , Gf Ff SfD No 2 2 3/A Old DD Colony , Shivam Road Hyderabad Telangana 500007-",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"RELIANCE PROJECTS & PROPERTY MANAGEMENT SERVICES LIMITED , Gf Ff SfD No 2 2 3/A Old DD Colony , Shivam Road Hyderabad Telangana 500007-",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,231,Telangana,Hyderabad,Centro Shoes,T9HV,Centro As Rao Nagar,V Retail Limited,36AACCV9907G1Z2,36,"D. No: 1-1-257/1, at Srinivasa Nagar Colony, AS Rao Nagar, GHMC Kapra Circle, Keesara Mandal, Medchal district. Hyderabad- 500062.",Venkata Subba Rao Maguluri,Venkata Subba Rao Maguluri,Paruchuri Rajesh,"D. No: 1-1-257/1, at Srinivasa Nagar Colony, AS Rao Nagar, GHMC Kapra Circle, Keesara Mandal, Medchal district. Hyderabad- 500062.",V Retail Limited,Telangana,36AACCV9907G1Z2,Hyderabad
,232,Telangana,Hyderabad,Blush lace SIS,T9VM,Tarnaka,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Smart Bazaar TARNAKA HYDERABAD,SB Hyderabad Tarnaka,D No 12 13 96 Saadath Plaza,Opp Aradhana Theatre Newflyover,HYDERABAD-500019",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"Smart Bazaar TARNAKA HYDERABAD,SB Hyderabad Tarnaka,D No 12 13 96 Saadath Plaza,Opp Aradhana Theatre Newflyover,HYDERABAD-500019",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,233,Telangana,Hyderabad,Foot print SIS,TDL7,Patny Center,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL Trends Sarojini Devi Rd Secndrab,Reliance Retail Limited,No.3-1-1 to 7 Part,Sarojini Devi Road,Secunderabad-500003,Hyderabad",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"RRL Trends Sarojini Devi Rd Secndrab,Reliance Retail Limited,No.3-1-1 to 7 Part,Sarojini Devi Road,Secunderabad-500003,Hyderabad",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,234,Telangana,Hyderabad,Digital,TEZ7,Dilsukhnagar,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL CDIT-Moosarambagh Dilsukh Nagar,Ground floor to Third Floor H N0 16-11-447/6,Moosarambagh Dilsukh Nagar,Hyderabad, Telangana-500036",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"RRL CDIT-Moosarambagh Dilsukh Nagar,Ground floor to Third Floor H N0 16-11-447/6,Moosarambagh Dilsukh Nagar,Hyderabad, Telangana-500036",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,235,Telangana,Hyderabad,Trends,TG90,Patny Centre,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL Trends Sarojini Devi Rd Secndrab,Reliance Retail Limited,No.3-1-1 to 7 Part,Sarojini Devi Road,Secunderabad-500003,Hyderabad",Venkata Subba Rao Maguluri,Venkata Subba Rao Maguluri,Paruchuri Rajesh,"RRL Trends Sarojini Devi Rd Secndrab,Reliance Retail Limited,No.3-1-1 to 7 Part,Sarojini Devi Road,Secunderabad-500003,Hyderabad",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,236,Telangana,Hyderabad,Trends,TG91,AS Rao Nagar,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Plot No.13 & 14 Sy.No.466 ECIL,Kapra Municipality Dr.AS Rao Nagar,Medchal-Malkajgiri Dist,Hyderabad-500062",Venkata Subba Rao Maguluri,Venkata Subba Rao Maguluri,Paruchuri Rajesh,"Plot No.13 & 14 Sy.No.466 ECIL,Kapra Municipality Dr.AS Rao Nagar,Medchal-Malkajgiri Dist,Hyderabad-500062",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,237,Telangana,Hyderabad,Smart,TGC4,Ace Ventures Kothapet,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL Smart ACE Venture Kothapeth,Reliance Retail Limited,P No 3638 38A Sy No 9/11 W No 11 B No 10,APSEB Emp CHS Ltd Vijayapuri Colony,Saroornagar Villg & Mandal Ranga Reddy,HYDERABAD-500035",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"RRL Smart ACE Venture Kothapeth,Reliance Retail Limited,P No 3638 38A Sy No 9/11 W No 11 B No 10,APSEB Emp CHS Ltd Vijayapuri Colony,Saroornagar Villg & Mandal Ranga Reddy,HYDERABAD-500035",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,238,Telangana,Hyderabad,SP Pharma SIS,TOZ2,Kuntloor,Reliance Retail Ventures Limited,36AADCR6715M1Z0,36,"Plot No.11, 12 & 13 covered by Sy. No.157   and situate in Bagh Hayathnagar Village and Hayathnagar  Mandal,  Hyderabad, Telangana– 501505",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"Plot No.11, 12 & 13 covered by Sy. No.157   and situate in Bagh Hayathnagar Village and Hayathnagar  Mandal,  Hyderabad, Telangana– 501505",Reliance Retail Ventures Limited,Telangana,36AADCR6715M1Z0,Hyderabad
,239,Telangana,Hyderabad,Jewells,TR56,Gokul Nagar,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Reliance Jewels, House no.30-266/3/31, Sy. No- 278, Gokul Nagar, Malakjgiri Village and Mandal, Telangana -500062",Venkata Subba Rao Maguluri,Venkata Subba Rao Maguluri,Paruchuri Rajesh,"Reliance Jewels, House no.30-266/3/31, Sy. No- 278, Gokul Nagar, Malakjgiri Village and Mandal, Telangana -500062",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,240,Telangana,Hyderabad,Trends Women,TTG2,AMR Planet,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL TM AMR PLANET,Amr Planetsyno 373/1373/3Unitno F25/26 Mandal & Medchal Malkajgiri Village-500047",Venkata Subba Rao Maguluri,Venkata Subba Rao Maguluri,Paruchuri Rajesh,"RRL TM AMR PLANET,Amr Planetsyno 373/1373/3Unitno F25/26 Mandal & Medchal Malkajgiri Village-500047",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,241,Telangana,Hyderabad,Foot print SIS,TVS0,Nacharam,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL SIS Nacharam,Reliance Retail Limited,Door No. 4-7-20/B Of,Survey No. 200 To 204206/1 & 206/2,Opp. Nacharam Police Station,NACHARAM-500076",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"RRL SIS Nacharam,Reliance Retail Limited,Door No. 4-7-20/B Of,Survey No. 200 To 204206/1 & 206/2,Opp. Nacharam Police Station,NACHARAM-500076",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,242,Telangana,Hyderabad,Jewells SIS ,TW54,AS Rao Nagar,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Reliance Jewels, Trends, Plot No13 & 14 Syno466 Ecil, Kapra Municipality Dr. As Rao Nagar Medchal-Malkajgiri  Hyderabad 500062",Venkata Subba Rao Maguluri,Venkata Subba Rao Maguluri,Paruchuri Rajesh,"Reliance Jewels, Trends, Plot No13 & 14 Syno466 Ecil, Kapra Municipality Dr. As Rao Nagar Medchal-Malkajgiri  Hyderabad 500062",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,243,Telangana,Hyderabad,Foot print SIS,TW97,AS Rao Nagar,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Plot No.13 & 14 Sy.No.466 ECIL,Kapra Municipality  Dr.AS Rao Nagar,Medchal-Malkajgiri Dist,Hyderabad-500062",Venkata Subba Rao Maguluri,Venkata Subba Rao Maguluri,Paruchuri Rajesh,"Plot No.13 & 14 Sy.No.466 ECIL,Kapra Municipality  Dr.AS Rao Nagar,Medchal-Malkajgiri Dist,Hyderabad-500062",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,244,Telangana,Hyderabad,Trends,TWQD,Nacharam,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL Trends Nacharam,Reliance Retail Limited,Door No. 4-7-20/B Of,Survey No. 200 To 204206/1 & 206/2,Opp. Nacharam Police Station,NACHARAM-500076",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"RRL Trends Nacharam,Reliance Retail Limited,Door No. 4-7-20/B Of,Survey No. 200 To 204206/1 & 206/2,Opp. Nacharam Police Station,NACHARAM-500076",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,245,Telangana,Hyderabad,Trends Junior,TWRJ,Chaitanya Plaza,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"TJ Sahara Road Mansoorabad,Reliance Retail Limited,Reliance Retail Limited,H No 3 14 124/ Cp/103 Plot Nos 78 & 9,Mansoorabad Village Saroornagar Mandal,HYDERABAD-500068",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"TJ Sahara Road Mansoorabad,Reliance Retail Limited,Reliance Retail Limited,H No 3 14 124/ Cp/103 Plot Nos 78 & 9,Mansoorabad Village Saroornagar Mandal,HYDERABAD-500068",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,246,Telangana,Hyderabad,Trends,TX58,Praga Mall,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Reliance Trends, Praga mall, satva Group, Kavadiguda Main Road, Secundrabad-500080,Telangana",Venkata Subba Rao Maguluri,Venkata Subba Rao Maguluri,Paruchuri Rajesh,"Reliance Trends, Praga mall, satva Group, Kavadiguda Main Road, Secundrabad-500080,Telangana",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,247,Telangana,Hyderabad,Kalanikethan,TY5T,Secunderabad VRK Silks,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"KFPL Secunderabad VRK Silks,Reliance Retail Limited,Vasavi Ededn Square Ground Floor 9 1 87& 9 1 119/1,St John S Road,Secunderabad-500003",Venkata Subba Rao Maguluri,Venkata Subba Rao Maguluri,Paruchuri Rajesh,"KFPL Secunderabad VRK Silks,Reliance Retail Limited,Vasavi Ededn Square Ground Floor 9 1 87& 9 1 119/1,St John S Road,Secunderabad-500003",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,248,Telangana,Hyderabad,Kalanikethan,TY5V,Patny Center,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"KFPL SECUNDERABAD Patny,Reliance Retail Limited,Municipal No 1 1 114 And 1 1 115,Old No S 70/1 Stephen S Cottage,Rashtrapathi Road Clocktower,Secunderabad-500003",Venkata Subba Rao Maguluri,Venkata Subba Rao Maguluri,Paruchuri Rajesh,"KFPL SECUNDERABAD Patny,Reliance Retail Limited,Municipal No 1 1 114 And 1 1 115,Old No S 70/1 Stephen S Cottage,Rashtrapathi Road Clocktower,Secunderabad-500003",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,249,Telangana,Hyderabad,Kalanikethan,TY9J,AS Rao Nagar,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"KFPL A S Rao Nagar Womens World,Reliance Retail Limited,H No 1 12 117 Plot No 13,Beside Tmc As Rao Nagar Ecil Hyderabad,Kapra Village Keesara Mandal,HYDERABAD-500062",Venkata Subba Rao Maguluri,Venkata Subba Rao Maguluri,Paruchuri Rajesh,"KFPL A S Rao Nagar Womens World,Reliance Retail Limited,H No 1 12 117 Plot No 13,Beside Tmc As Rao Nagar Ecil Hyderabad,Kapra Village Keesara Mandal,HYDERABAD-500062",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,250,Telangana,Hyderabad,Trends,TZ57,Malkajgiri,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"D.No.5-32/2 (Old No.5-4) covered by Sy.No.908/1 & 908/2 situated at Malkajgiri Municipality, Medchal Malkajigiri District, Hyderabad – 500047, Telangana",Venkata Subba Rao Maguluri,Venkata Subba Rao Maguluri,Paruchuri Rajesh,"D.No.5-32/2 (Old No.5-4) covered by Sy.No.908/1 & 908/2 situated at Malkajgiri Municipality, Medchal Malkajigiri District, Hyderabad – 500047, Telangana",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,251,Telangana,Hyderabad,Smart Point,U368,Hayath nagar,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Plot No.11, 12 & 13 covered by Sy. No.157   and situate in Bagh Hayathnagar Village and Hayathnagar  Mandal,  Hyderabad, Telangana– 501505",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"Plot No.11, 12 & 13 covered by Sy. No.157   and situate in Bagh Hayathnagar Village and Hayathnagar  Mandal,  Hyderabad, Telangana– 501505",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,252,Telangana,Hyderabad,Smart Point,U649,Malkajgiri  Smart Point,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"SP Geetha Nagar Malkajgiri,Reliance Retail Limited,GF Plot No. 56 Sy No. 804 Geetha Nagar,Malkajgiri Under GHMC Dist. Medchal,HYDERABAD-500047",Venkata Subba Rao Maguluri,Venkata Subba Rao Maguluri,Paruchuri Rajesh,"SP Geetha Nagar Malkajgiri,Reliance Retail Limited,GF Plot No. 56 Sy No. 804 Geetha Nagar,Malkajgiri Under GHMC Dist. Medchal,HYDERABAD-500047",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,253,Telangana,Hyderabad,Smart Point,2021,Survey of India,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Survey No 734/4, Plot No 25, Balaji Pride, Prasanth Nagar, Uppal, Hyderabad - 500 039",T Ganesh,T Ganesh,Pavan Grandhi,"Survey No 734/4, Plot No 25, Balaji Pride, Prasanth Nagar, Uppal, Hyderabad - 500 039",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,254,Telangana,Hyderabad,Digital,8824,Kachiguda,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RDRL Kachiguda Hyderabad Store, Reliancedigital Retail Ltd, 03/03/1942 Veersavarkar Road, Kachiguda, Hyderabad- 500027",Suman Naik Banoth,Suman Naik Banoth,Pavan Grandhi,"RDRL Kachiguda Hyderabad Store, Reliancedigital Retail Ltd, 03/03/1942 Veersavarkar Road, Kachiguda, Hyderabad- 500027",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,255,Telangana,Hyderabad,Trends,8332,Hema durga mall -Uppal,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Municipal No : 3-1/B Part,Shanti Nagar, Uppal Village Uppal Mandal,Uppal Kalan Municipality ,RR Dist,Hyderabad-500039",T Ganesh,T Ganesh,Pavan Grandhi,"Municipal No : 3-1/B Part,Shanti Nagar, Uppal Village Uppal Mandal,Uppal Kalan Municipality ,RR Dist,Hyderabad-500039",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,256,Telangana,Hyderabad,Digital,8697,Ramantapur,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Municipal no's:3-10-2,3-10-2/1,3-10-2/3, 3-10-2/4,3-10-2/6,3-95,Ward no:3,  Block no:10,Survey no:35/2 at Ramanthpur Main Rd, Uppal Mandal, Under GHMC RR DISTRICT-500048 ",Suman Naik Banoth,Suman Naik Banoth,Pavan Grandhi,"Municipal no's:3-10-2,3-10-2/1,3-10-2/3, 3-10-2/4,3-10-2/6,3-95,Ward no:3,  Block no:10,Survey no:35/2 at Ramanthpur Main Rd, Uppal Mandal, Under GHMC RR DISTRICT-500048 ",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,257,Telangana,Hyderabad,Digital,8731,Hema durga mall -Uppal,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Municipal No 3-1/B part Shanti nagar Upp,Uppal kalan Municipality, Uppal mandal Ranga Reddi Dist,Hyderabad,500039",T Ganesh,T Ganesh,Pavan Grandhi,"Municipal No 3-1/B part Shanti nagar Upp,Uppal kalan Municipality, Uppal mandal Ranga Reddi Dist,Hyderabad,500039",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,258,Telangana,Hyderabad,Smart Point,FR4J,Boduppal,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Ground Flr,Hno-8-43/5/3/A, Balaji Nivas, Balaji Hills Colony, Boduppal, Hyderabad - 500039",T Ganesh,T Ganesh,Pavan Grandhi,"Ground Flr,Hno-8-43/5/3/A, Balaji Nivas, Balaji Hills Colony, Boduppal, Hyderabad - 500039",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,259,Telangana,Rangareddy,Smart Point,FR5Z,Ghatkesar,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Plot No.1,2,3 , Sy No 486, 487 & 488,Ghatkesar Village, Grampanchyat & MandalRangareddy - 501301",T Ganesh,T Ganesh,Pavan Grandhi,"Plot No.1,2,3 , Sy No 486, 487 & 488,Ghatkesar Village, Grampanchyat & MandalRangareddy - 501301",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Rangareddy
,260,Telangana,Hyderabad,Smart Bazaar,FRBN,Maheswari,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Smart Bazaar HYDERABADMAHESHWA,SB Hyderabad Maheshwari,Maheshwari Parameshwari Towers,Plot No 4 2 47 Kaciguda X Road,HYDERABAD-500027",M Narender,M Narender,Pavan Grandhi,"Smart Bazaar HYDERABADMAHESHWA,SB Hyderabad Maheshwari,Maheshwari Parameshwari Towers,Plot No 4 2 47 Kaciguda X Road,HYDERABAD-500027",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,261,Telangana,Hyderabad,Zivame,T1E5,DSL Mall,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL TW-DSL MALL,Reliance Retail Limited,Plot No- B-1/1 B-1/2 B-2/B & B-2,R R Dist,Uppal Ramanthapur Main Rd,HYDERABAD-500039",T Ganesh,T Ganesh,Pavan Grandhi,"RRL TW-DSL MALL,Reliance Retail Limited,Plot No- B-1/1 B-1/2 B-2/B & B-2,R R Dist,Uppal Ramanthapur Main Rd,HYDERABAD-500039",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,262,Telangana,Hyderabad,John player,T29T,DSL Mall,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL John Players Rangareddy DSL Mall,Reliance Retail Limited,Unit No Ug 17 & 28 Dsl Abacus Mall,Plot No B1/1B 2B 2Ab 2B Sy No 581/1,Ida Uppal Kalsa Uppal,500039 RANGAREDDY",T Ganesh,T Ganesh,Pavan Grandhi,"RRL John Players Rangareddy DSL Mall,Reliance Retail Limited,Unit No Ug 17 & 28 Dsl Abacus Mall,Plot No B1/1B 2B 2Ab 2B Sy No 581/1,Ida Uppal Kalsa Uppal,500039 RANGAREDDY",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,263,Telangana,Hyderabad,Fashion Factory,T3IY,ABIDS,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Abids Atria Mall, CTS No 4-1-1001, Methodist Boys High School, King Koti Road, Beside Taj Hotel, Hyderabad,Telangana 500001",Zumer Mohammad,Zumer Mohammad,Pavan Grandhi,"Abids Atria Mall, CTS No 4-1-1001, Methodist Boys High School, King Koti Road, Beside Taj Hotel, Hyderabad,Telangana 500001",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,264,Telangana,Hyderabad,SP Pharma COCO,T51O,Fweerzadiguda,Reliance Retail Ventures Limited,36AADCR6715M1Z0,36,"Plot No.7H.No.18-1/43Adarsh Nagar,Peerzadiguda Medipalli Mandal,Medchal-Malkagjiri Dist-500039,HYDERABAD",T Ganesh,T Ganesh,Pavan Grandhi,"Plot No.7H.No.18-1/43Adarsh Nagar,Peerzadiguda Medipalli Mandal,Medchal-Malkagjiri Dist-500039,HYDERABAD",Reliance Retail Ventures Limited,Telangana,36AADCR6715M1Z0,Hyderabad
,265,Telangana,Hyderabad,Clovia,T85E,Abids clovia EBO,Reliance Brands Limited,36AADCR7395F1Z1,36,"Smart Bazaar HYDERABAD ABIDSMAH,SB Hyderabad Abids Maheshwari,Maheshwari Palace Mall,HYDERABAD-500001",Zumer Mohammad,Zumer Mohammad,Pavan Grandhi,"Smart Bazaar HYDERABAD ABIDSMAH,SB Hyderabad Abids Maheshwari,Maheshwari Palace Mall,HYDERABAD-500001",Reliance Brands Limited,Telangana,36AADCR7395F1Z1,Hyderabad
,266,Telangana,Hyderabad,Blush lace SIS,T87S,Maheswari,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"HYDERABADMAHESHWA,SB Hyderabad Maheshwari,Maheshwari Parameshwari Towers,Plot No 4 2 47 Kaciguda X Road,HYDERABAD-500027",M Narender,M Narender,Pavan Grandhi,"HYDERABADMAHESHWA,SB Hyderabad Maheshwari,Maheshwari Parameshwari Towers,Plot No 4 2 47 Kaciguda X Road,HYDERABAD-500027",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,267,Telangana,Hyderabad,Centro shoes,T8NS,Narapally Centro shoes,V Retail Limited,36AACCV9907G1Z2,36,"V-Retail LTD, VRL MJR Mall Narapalli SS, FF SY No 757 Chowdharyguda, Koreemula Village Ghatkesar Mandal Medchal Malkajgiri Dist 500088",T Ganesh,T Ganesh,Pavan Grandhi,"V-Retail LTD, VRL MJR Mall Narapalli SS, FF SY No 757 Chowdharyguda, Koreemula Village Ghatkesar Mandal Medchal Malkajgiri Dist 500088",V Retail Limited,Telangana,36AACCV9907G1Z2,Hyderabad
,268,Telangana,Hyderabad,Centro Shoes,T9HB,Centro Abids,V Retail Limited,36AACCV9907G1Z2,36,"Shop No. G-1, Ground Floor,“LEGEND BLUE HOPE”, H. No.4-1-875, 876, 877 & 877/1, Tilak Road, Abids, Hyderabad - 500001, Telangana.",Zumer Mohammad,Zumer Mohammad,Pavan Grandhi,"Shop No. G-1, Ground Floor,“LEGEND BLUE HOPE”, H. No.4-1-875, 876, 877 & 877/1, Tilak Road, Abids, Hyderabad - 500001, Telangana.",V Retail Limited,Telangana,36AACCV9907G1Z2,Hyderabad
,269,Telangana,Hyderabad,Centro Shoes,T9HU,Centro Himayath Nagar II,V Retail Limited,36AACCV9907G1Z2,36,"3-6-476 Ground and First Floor Beside HDFC Bank ,Main Road Himayatnagar Hyderabad-29,HYDERABAD,500029.",Zumer Mohammad,Zumer Mohammad,Pavan Grandhi,"3-6-476 Ground and First Floor Beside HDFC Bank ,Main Road Himayatnagar Hyderabad-29,HYDERABAD,500029.",V Retail Limited,Telangana,36AACCV9907G1Z2,Hyderabad
